Sun Mar 24 17:22:31 2024    prof.out

         1141209 function calls (1123906 primitive calls) in 2.888 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 __init__.py:576(__init__)
        1    0.000    0.000    0.000    0.000 linalg.py:43(EighResult)
        5    0.000    0.000    0.000    0.000 datetime.py:515(_check_date_fields)
        4    0.000    0.000    0.000    0.000 pathlib.py:777(parent)
        2    0.000    0.000    0.000    0.000 core.py:3528(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:35(SectionWrapper)
        1    0.000    0.000    0.000    0.000 colors.py:62(__init__)
       86    0.000    0.000    0.000    0.000 {method 'removeprefix' of 'str' objects}
        1    0.000    0.000    0.000    0.000 threading.py:1015(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 _tight_layout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1995(Chebyshev)
        1    0.000    0.000    0.000    0.000 __init__.py:531(Distribution)
       48    0.000    0.000    0.000    0.000 {method 'issuperset' of 'set' objects}
        1    0.000    0.000    0.000    0.000 axis.py:2289(XAxis)
       94    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
       64    0.000    0.000    0.000    0.000 core.py:3858(<genexpr>)
        1    0.000    0.000    0.000    0.000 case.py:44(_Outcome)
       32    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       55    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        8    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 legendre.py:1619(Legendre)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:9(Gcf)
       56    0.000    0.000    0.000    0.000 pathlib.py:327(_select_from)
        1    0.000    0.000    0.000    0.000 core.py:257(<listcomp>)
        7    0.000    0.000    0.000    0.000 legend_handler.py:171(__init__)
        4    0.000    0.000    0.000    0.000 legend_handler.py:214(__init__)
       10    0.000    0.000    0.000    0.000 __init__.py:253(escape)
        1    0.000    0.000    0.000    0.000 threading.py:562(__init__)
        2    0.000    0.000    0.000    0.000 datetime.py:1336(__new__)
        1    0.000    0.000    0.000    0.000 _deprecate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:896(MetadataPathFinder)
        1    0.000    0.000    0.000    0.000 linalg.py:47(QRResult)
       96    0.000    0.000    0.000    0.000 util.py:199(no_escape_re_range_char)
       53    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 datetime.py:923(__new__)
        8    0.000    0.000    0.000    0.000 __init__.py:56(__init_subclass__)
        1    0.000    0.000    0.000    0.000 __init__.py:21(__deprecated_private_func)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:151(_set_up_aliases)
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
        1    0.000    0.000    0.000    0.000 pytester.py:124(LsofFdLeakChecker)
      105    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        1    0.000    0.000    0.000    0.000 iterators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pytester.py:526(RunResult)
        7    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       10    0.000    0.000    0.000    0.000 rcsetup.py:374(validate_fontweight)
        1    0.000    0.000    0.000    0.000 encoders.py:1(<module>)
       28    0.000    0.000    0.000    0.000 core.py:673(<genexpr>)
        1    0.000    0.000    0.000    0.000 argparse.py:1149(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1460(IPv4Network)
        1    0.000    0.000    0.000    0.000 rcsetup.py:286(_validate_color_or_linecolor)
        9    0.000    0.000    0.000    0.000 functools.py:972(__set_name__)
        2    0.000    0.000    0.000    0.000 enum.py:1757(<listcomp>)
        1    0.000    0.000    0.000    0.000 threading.py:590(set)
        1    0.000    0.000    0.000    0.000 textpath.py:26(__init__)
       10    0.000    0.000    0.000    0.000 dataclasses.py:846(<listcomp>)
        1    0.000    0.000    0.000    0.000 datetime.py:893(date)
       18    0.000    0.000    0.000    0.000 cycler.py:386(<dictcomp>)
        1    0.000    0.000    0.000    0.000 art3d.py:76(Text3D)
        7    0.000    0.000    0.000    0.000 core.py:2544(_arraymethod)
       14    0.000    0.000    0.000    0.000 enum.py:792(__iter__)
        1    0.000    0.000    0.000    0.000 pathlib.py:128(<setcomp>)
       20    0.000    0.000    0.000    0.000 inspect.py:3056(<genexpr>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:73(matrix)
        3    0.000    0.000    0.000    0.000 legend_handler.py:433(__init__)
       24    0.000    0.000    0.000    0.000 dviread.py:221(<listcomp>)
        1    0.000    0.000    0.000    0.000 axis.py:2527(YAxis)
        1    0.000    0.000    0.000    0.000 base64mime.py:1(<module>)
      105    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        2    0.000    0.000    0.000    0.000 types.py:98(prepare_class)
        1    0.000    0.000    0.000    0.000 defchararray.py:1922(chararray)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
        1    0.000    0.000    0.000    0.000 uuid.py:85(UUID)
        1    0.000    0.000    0.000    0.000 pickle.py:407(_Pickler)
        1    0.000    0.000    0.000    0.000 threading.py:845(Thread)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:1(<module>)
       40    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
       25    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
        1    0.000    0.000    0.000    0.000 __init__.py:386(__getattr__)
        1    0.000    0.000    0.000    0.000 collections.py:961(_CollectionWithSizes)
        1    0.000    0.000    0.000    0.000 abc.py:14(ResourceReader)
       13    0.000    0.000    0.000    0.000 _internal.py:920(npy_ctypes_check)
        1    0.000    0.000    0.000    0.000 polar.py:804(PolarAxes)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1577(_BaseV6)
        1    0.000    0.000    0.000    0.000 _internal.py:240(_missing_ctypes)
       35    0.000    0.000    0.000    0.000 core.py:4370(recurse)
        7    0.000    0.000    0.000    0.000 enum.py:1372(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:273(<dictcomp>)
       30    0.000    0.000    0.000    0.000 fromnumeric.py:3176(ndim)
       32    0.000    0.000    0.000    0.000 enum.py:442(<genexpr>)
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:11(SecondaryAxis)
        1    0.000    0.000    0.000    0.000 core.py:4578(__init__)
       18    0.000    0.000    0.000    0.000 typing.py:2955(_namedtuple_mro_entries)
        1    0.000    0.000    0.000    0.000 _binary.py:1(<module>)
        1    0.000    0.000    0.000    0.000 argparsing.py:404(MyOptionParser)
        6    0.000    0.000    0.000    0.000 rcsetup.py:174(_make_type_validator)
        1    0.000    0.000    0.000    0.000 six.py:194(find_spec)
        7    0.000    0.000    0.000    0.000 getlimits.py:157(_register_type)
       33    0.000    0.000    0.000    0.000 results.py:14(__init__)
       47    0.000    0.000    0.000    0.000 core.py:4087(<genexpr>)
       10    0.000    0.000    0.000    0.000 _text.py:90(lower)
        1    0.000    0.000    0.000    0.000 tmpdir.py:40(TempPathFactory)
        5    0.000    0.000    0.000    0.000 weakref.py:510(update)
       10    0.000    0.000    0.000    0.000 core.py:3532(parseImpl)
        1    0.000    0.000    0.000    0.000 _triplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 animation.py:248(MovieWriter)
        6    0.000    0.000    0.000    0.000 enum.py:920(<dictcomp>)
        3    0.000    0.000    0.000    0.000 six.py:119(_resolve)
       22    0.000    0.000    0.000    0.000 _hooks.py:107(__call__)
        1    0.000    0.000    0.000    0.000 timing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2354(Keyword)
       11    0.000    0.000    0.000    0.000 results.py:198(<listcomp>)
        1    0.000    0.000    0.000    0.000 dviread.py:1033(_LuatexKpsewhich)
        1    0.000    0.000    0.000    0.000 widgets.py:3205(RectangleSelector)
        1    0.000    0.000    0.000    0.000 font_manager.py:532(FontProperties)
        1    0.000    0.000    0.000    0.000 quopri.py:1(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:1221(ZipFile)
        1    0.000    0.000    0.000    0.000 mathtext.py:48(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:71(_localized_day)
        1    0.000    0.000    0.000    0.000 fixtures.py:693(SubRequest)
       27    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 polynomial.py:1077(poly1d)
        1    0.000    0.000    0.000    0.000 cm.py:385(ScalarMappable)
        1    0.000    0.000    0.000    0.000 bdb.py:17(Bdb)
       37    0.000    0.000    0.000    0.000 typing.py:2897(<genexpr>)
        1    0.000    0.000    0.000    0.000 figure.py:2149(SubFigure)
        4    0.000    0.000    0.000    0.000 six.py:85(_import_module)
        1    0.000    0.000    0.000    0.000 ast.py:76(_convert_signed_num)
        1    0.000    0.000    0.000    0.000 __init__.py:1803(LoggerAdapter)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
        1    0.000    0.000    0.000    0.000 datetime.py:573(timedelta)
        1    0.000    0.000    0.000    0.000 unicode.py:31(unicode_set)
        1    0.000    0.000    0.000    0.000 patches.py:2204(_Style)
        1    0.000    0.000    0.000    0.000 code.py:1287(ReprFileLocation)
        1    0.000    0.000    0.000    0.000 python.py:758(Class)
        1    0.000    0.000    0.000    0.000 threading.py:243(__init__)
        1    0.000    0.000    0.000    0.000 difflib.py:44(SequenceMatcher)
       18    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
       41    0.000    0.000    0.000    0.000 enum.py:916(<lambda>)
        5    0.000    0.000    0.000    0.000 rcsetup.py:568(_validate_greaterthan_minushalf)
        1    0.000    0.000    0.000    0.000 _factories.py:56(__init__)
        1    0.000    0.000    0.000    0.000 debugging.py:307(PdbTrace)
        1    0.000    0.000    0.000    0.000 compat.py:34(PathAwareHookProxy)
        1    0.000    0.000    0.000    0.000 axis3d.py:740(YAxis)
        1    0.000    0.000    0.000    0.000 runner.py:420(SetupState)
        1    0.000    0.000    0.000    0.000 __init__.py:435(validate)
        1    0.000    0.000    0.000    0.000 pathlib.py:49(_Flavour)
        3    0.000    0.000    0.000    0.000 rcsetup.py:576(_validate_greaterequal0_lessequal1)
        6    0.000    0.000    0.000    0.000 six.py:131(__init__)
       10    0.000    0.000    0.000    0.000 __init__.py:44(__init__)
       47    0.000    0.000    0.000    0.000 core.py:4088(<genexpr>)
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:78(_check_methods)
        4    0.000    0.000    0.000    0.000 rcsetup.py:221(validate_fonttype)
        1    0.000    0.000    0.000    0.000 _enums.py:115(<listcomp>)
        1    0.000    0.000    0.000    0.000 axis3d.py:732(XAxis)
        1    0.000    0.000    0.000    0.000 expression.py:188(Expression)
       67    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        1    0.000    0.000    0.000    0.000 index_tricks.py:310(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 ticker.py:375(ScalarFormatter)
        9    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        5    0.000    0.000    0.000    0.000 datetime.py:528(_check_time_fields)
        1    0.000    0.000    0.000    0.000 traceback.py:369(StackSummary)
        1    0.000    0.000    0.000    0.000 random.py:800(getrandbits)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        1    0.000    0.000    0.000    0.000 _typing.py:1(<module>)
       30    0.000    0.000    0.000    0.000 results.py:238(__contains__)
        1    0.000    0.000    0.000    0.000 patches.py:3207(_Curve)
       12    0.000    0.000    0.000    0.000 typing.py:933(_is_typevar_like)
        1    0.000    0.000    0.000    0.000 platform.py:783(uname_result)
        4    0.000    0.000    0.000    0.000 inspect.py:3059(<dictcomp>)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 __init__.py:221(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _manager.py:79(PluginManager)
        1    0.000    0.000    0.000    0.000 __config__.py:104(<listcomp>)
        1    0.000    0.000    0.000    0.000 axis.py:33(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:105(IniConfig)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 datetime.py:1311(time)
        1    0.000    0.000    0.000    0.000 __init__.py:393(__getitem__)
        5    0.000    0.000    0.000    0.000 core.py:5721(token_map)
        7    0.000    0.000    0.000    0.000 rrule.py:70(__init__)
       49    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 colors.py:1216(Normalize)
       12    0.000    0.000    0.000    0.000 legend_handler.py:62(__init__)
        4    0.000    0.000    0.000    0.000 outcomes.py:90(_with_exception)
        1    0.000    0.000    0.000    0.000 fixtures.py:659(TopRequest)
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       24    0.000    0.000    0.000    0.000 patches.py:2265(<genexpr>)
        1    0.000    0.000    0.000    0.000 stackplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legend_handler.py:633(__init__)
        1    0.000    0.000    0.000    0.000 _hooks.py:73(HookspecMarker)
       25    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
        1    0.000    0.000    0.000    0.000 tz.py:1545(__init__)
       31    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:863(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 colors.py:665(Colormap)
        1    0.000    0.000    0.000    0.000 _tight_bbox.py:1(<module>)
       34    0.000    0.000    0.000    0.000 multiarray.py:1080(copyto)
       33    0.000    0.000    0.000    0.000 __init__.py:78(<genexpr>)
        1    0.000    0.000    0.000    0.000 collections.py:1972(_MeshData)
        9    0.000    0.000    0.000    0.000 typing.py:920(__repr__)
        1    0.000    0.000    0.000    0.000 random.py:103(Random)
        1    0.000    0.000    0.000    0.000 core.py:5117(Forward)
        1    0.000    0.000    0.000    0.000 art3d.py:844(Poly3DCollection)
        1    0.000    0.000    0.000    0.000 python.py:569(Module)
        1    0.000    0.000    0.000    0.000 widgets.py:2177(_SelectorWidget)
        1    0.000    0.000    0.000    0.000 _itertools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:1329(make_mask_descr)
        1    0.000    0.000    0.000    0.000 logging.py:345(catching_logs)
       44    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
        1    0.000    0.000    0.000    0.000 _afm.py:358(AFM)
       31    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        5    0.000    0.000    0.000    0.000 <frozen os>:818(fsdecode)
       10    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
       16    0.000    0.000    0.000    0.000 enum.py:93(_is_single_bit)
        1    0.000    0.000    0.000    0.000 ast.py:72(_convert_num)
        2    0.000    0.000    0.000    0.000 core.py:3379(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 animation.py:1529(FuncAnimation)
       23    0.000    0.000    0.000    0.000 overrides.py:173(array_function_from_dispatcher)
        1    0.000    0.000    0.000    0.000 capture.py:280(CaptureBase)
       17    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1276(__init__)
        4    0.000    0.000    0.000    0.000 getlimits.py:709(max)
       33    0.000    0.000    0.000    0.000 version.py:452(_parse_letter_version)
       24    0.000    0.000    0.000    0.000 dviread.py:188(_dispatch)
        1    0.000    0.000    0.000    0.000 _text.py:7(FoldedCase)
        1    0.000    0.000    0.000    0.000 functools.py:841(_is_union_type)
        2    0.000    0.000    0.000    0.000 tokenize.py:329(find_cookie)
        5    0.000    0.000    0.000    0.000 version.py:76(__lt__)
       36    0.000    0.000    0.000    0.000 core.py:4099(<genexpr>)
        1    0.000    0.000    0.000    0.000 _enums.py:181(<listcomp>)
        1    0.000    0.000    0.000    0.000 artist.py:88(_finalize_rasterization)
        8    0.000    0.000    0.000    0.000 relativedelta.py:13(<genexpr>)
        1    0.000    0.000    0.000    0.000 message.py:973(MIMEPart)
       34    0.000    0.000    0.000    0.000 typing.py:1035(<genexpr>)
        1    0.000    0.000    0.000    0.000 transforms.py:1884(Affine2D)
        1    0.000    0.000    0.000    0.000 core.py:3511(__init__)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 loader.py:66(TestLoader)
       36    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
       34    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
       32    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 parse.py:152(_NetlocResultMixinBase)
        2    0.000    0.000    0.000    0.000 __init__.py:209(<dictcomp>)
        1    0.000    0.000    0.000    0.000 axis3d.py:748(ZAxis)
        1    0.000    0.000    0.000    0.000 scope.py:86(<dictcomp>)
       24    0.000    0.000    0.000    0.000 typing.py:2057(<genexpr>)
        4    0.000    0.000    0.000    0.000 core.py:4895(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 gridspec.py:531(SubplotSpec)
        1    0.000    0.000    0.000    0.000 relativedelta.py:18(relativedelta)
        1    0.000    0.000    0.000    0.000 code.py:1208(ReprEntry)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1135(_BaseV4)
       31    0.000    0.000    0.000    0.000 core.py:4098(<genexpr>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1090(TimerBase)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1311(__iter__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 subprocess.py:470(CompletedProcess)
       23    0.000    0.000    0.000    0.000 deprecation.py:171(__set_name__)
       30    0.000    0.000    0.000    0.000 function_base.py:19(_linspace_dispatcher)
        1    0.000    0.000    0.000    0.000 gzip.py:121(GzipFile)
        1    0.000    0.000    0.000    0.000 core.py:4866(ZeroOrMore)
        1    0.000    0.000    0.000    0.000 python.py:652(Package)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2101(IPv6Interface)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
        4    0.000    0.000    0.000    0.000 core.py:3304(parseImpl)
       10    0.000    0.000    0.000    0.000 _docstring.py:33(__init__)
        1    0.000    0.000    0.000    0.000 ImagePalette.py:25(ImagePalette)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3365(_Backend)
        1    0.000    0.000    0.000    0.000 __init__.py:1432(Logger)
        1    0.000    0.000    0.000    0.000 core.py:89(__compat__)
        1    0.000    0.000    0.000    0.000 collections.py:1565(EventCollection)
        2    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
        1    0.000    0.000    0.000    0.000 tempfile.py:857(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 ticker.py:1305(EngFormatter)
        1    0.000    0.000    0.000    0.000 <frozen ntpath>:51(normcase)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        4    0.000    0.000    0.000    0.000 util.py:223(<listcomp>)
        1    0.000    0.000    0.000    0.000 calendar.py:150(Calendar)
        1    0.000    0.000    0.000    0.000 six.py:236(create_module)
        4    0.000    0.000    0.000    0.000 outcomes.py:91(decorate)
       38    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 threading.py:396(notify_all)
       30    0.000    0.000    0.000    0.000 multiarray.py:669(result_type)
        1    0.000    0.000    0.000    0.000 abc.py:177(InspectLoader)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:933(clear)
       22    0.000    0.000    0.000    0.000 core.py:3627(recurse)
        1    0.000    0.000    0.000    0.000 win.py:125(tzwinbase)
        1    0.000    0.000    0.000    0.000 animation.py:829(Animation)
        1    0.000    0.000    0.000    0.000 _triangulation.py:8(Triangulation)
        3    0.000    0.000    0.000    0.000 case.py:387(__init_subclass__)
       37    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:346(PngStream)
        1    0.000    0.000    0.000    0.000 backend_managers.py:32(ToolManager)
        1    0.000    0.000    0.000    0.000 animation.py:1381(TimedAnimation)
        1    0.000    0.000    0.000    0.000 __init__.py:214(MarkMatcher)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
       30    0.000    0.000    0.000    0.000 fromnumeric.py:3172(_ndim_dispatcher)
        1    0.000    0.000    0.000    0.000 transforms.py:1276(Transform)
        2    0.000    0.000    0.000    0.000 _functools.py:6(method_cache)
       42    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 _type_aliases.py:41(<setcomp>)
        1    0.000    0.000    0.000    0.000 core.py:1315(_replace_dtype_fields)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1293(_get_parent_path)
        1    0.000    0.000    0.000    0.000 ticker.py:2706(LogitLocator)
        1    0.000    0.000    0.000    0.000 util.py:103(__init__)
       39    0.000    0.000    0.000    0.000 core.py:1873(recurse)
        8    0.000    0.000    0.000    0.000 core.py:4773(stopOn)
        1    0.000    0.000    0.000    0.000 backend_tools.py:73(ToolBase)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:786(keys)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_512}
        1    0.000    0.000    0.000    0.000 __init__.py:1067(StreamHandler)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1393(IPv4Interface)
        2    0.000    0.000    0.000    0.000 rcsetup.py:406(_validate_mathtext_fallback)
        1    0.000    0.000    0.000    0.000 core.py:3045(QuotedString)
        1    0.000    0.000    0.000    0.000 image.py:848(AxesImage)
       22    0.000    0.000    0.000    0.000 deprecated.py:87(check_ispytest)
        1    0.000    0.000    0.000    0.000 util.py:40(_HighlightFunc)
        1    0.000    0.000    0.000    0.000 core.py:6540(MaskedConstant)
        1    0.000    0.000    0.000    0.000 colors.py:97(ColorSequenceRegistry)
        1    0.000    0.000    0.000    0.000 tz.py:386(tzfile)
        1    0.000    0.000    0.000    0.000 polar.py:498(_ThetaShift)
        1    0.000    0.000    0.000    0.000 outcomes.py:15(OutcomeException)
       17    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        1    0.000    0.000    0.000    0.000 ast.py:67(_raise_malformed_node)
        1    0.000    0.000    0.000    0.000 offsetbox.py:595(DrawingArea)
        1    0.000    0.000    0.000    0.000 argparse.py:1715(ArgumentParser)
       18    0.000    0.000    0.000    0.000 cycler.py:170(change_key)
        1    0.000    0.000    0.000    0.000 core.py:4983(SkipTo)
        1    0.000    0.000    0.000    0.000 collections.py:1378(LineCollection)
        1    0.000    0.000    0.000    0.000 art3d.py:534(Patch3DCollection)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        5    0.000    0.000    0.000    0.000 typing.py:2242(runtime_checkable)
        1    0.000    0.000    0.000    0.000 transforms.py:1077(TransformedBbox)
        1    0.000    0.000    0.000    0.000 animation.py:393(FileMovieWriter)
        1    0.000    0.000    0.000    0.000 saferepr.py:35(SafeRepr)
        1    0.000    0.000    0.000    0.000 textpath.py:20(TextToPath)
        1    0.000    0.000    0.000    0.000 axis.py:523(Ticker)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 _iotools.py:229(NameValidator)
        1    0.000    0.000    0.000    0.000 Image.py:3628(Exif)
        1    0.000    0.000    0.000    0.000 six.py:493(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 zipfile.py:2322(Path)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 __init__.py:106(__version__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2573(FigureManagerBase)
        1    0.000    0.000    0.000    0.000 rrule.py:1418(_rrulestr)
        1    0.000    0.000    0.000    0.000 __init__.py:873(Handler)
        1    0.000    0.000    0.000    0.000 core.py:2613(Word)
        1    0.000    0.000    0.000    0.000 core.py:3321(White)
        1    0.000    0.000    0.000    0.000 legend_handler.py:361(HandlerStepPatch)
        1    0.000    0.000    0.000    0.000 zipfile.py:346(ZipInfo)
        1    0.000    0.000    0.000    0.000 python_api.py:63(ApproxBase)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:362(__subclasshook__)
        3    0.000    0.000    0.000    0.000 traceback.py:386(extended_frame_gen)
       16    0.000    0.000    0.000    0.000 _dtype.py:24(_kind_name)
        1    0.000    0.000    0.000    0.000 _parser.py:241(parserinfo)
        1    0.000    0.000    0.000    0.000 _result.py:25(Result)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1101(_sanity_check)
       16    0.000    0.000    0.000    0.000 enum.py:178(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:829(_maintain_shutdown_locks)
        2    0.000    0.000    0.000    0.000 rcsetup.py:765(_validate_legend_loc)
       15    0.000    0.000    0.000    0.000 results.py:434(<lambda>)
        1    0.000    0.000    0.000    0.000 calendar.py:74(<listcomp>)
       10    0.000    0.000    0.000    0.000 __init__.py:322(_wrap_deprecated_method)
        4    0.000    0.000    0.000    0.000 selectors.py:588(_can_use)
        1    0.000    0.000    0.000    0.000 _nbit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:1685(TransformWrapper)
        1    0.000    0.000    0.000    0.000 cm.py:78(__init__)
        1    0.000    0.000    0.000    0.000 debugging.py:287(PdbInvoke)
        1    0.000    0.000    0.000    0.000 __init__.py:1792(__init__)
       31    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:439(LibraryLoader)
        8    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        1    0.000    0.000    0.000    0.000 colors.py:2278(LightSource)
       12    0.000    0.000    0.000    0.000 core.py:5456(postParse)
        1    0.000    0.000    0.000    0.000 polar.py:748(_WedgeBbox)
        1    0.000    0.000    0.000    0.000 outcomes.py:67(Exit)
        1    0.000    0.000    0.000    0.000 runner.py:30(TextTestResult)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        2    0.000    0.000    0.000    0.000 results.py:418(__getattr__)
        1    0.000    0.000    0.000    0.000 lines.py:1467(AxLine)
        1    0.000    0.000    0.000    0.000 image.py:1388(BboxImage)
        1    0.000    0.000    0.000    0.000 category.py:26(StrCategoryConverter)
        1    0.000    0.000    0.000    0.000 main.py:56(TestProgram)
       29    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 rcsetup.py:131(_validate_date)
       22    0.000    0.000    0.000    0.000 core.py:3361(<genexpr>)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        1    0.000    0.000    0.000    0.000 six.py:164(_resolve)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        1    0.000    0.000    0.000    0.000 <frozen os>:1081(__subclasshook__)
        1    0.000    0.000    0.000    0.000 traceback.py:244(FrameSummary)
        9    0.000    0.000    0.000    0.000 _pytesttester.py:76(__init__)
        1    0.000    0.000    0.000    0.000 core.py:124(<listcomp>)
        1    0.000    0.000    0.000    0.000 units.py:108(ConversionInterface)
